Date,AI_Platform,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,Query_Type,Input_Text,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this neural networks code:,238,code優化,5,2.1,21,西班牙文,0.9413,1.27,Fast,0,3,3,Antigua and Barbuda
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain neural networks algorithm,298,解說演算法,5,2.1,24,法文,0.9017,1.24,Fast,1,1,0,Cyprus
3,DeepSeek,1400000,140000,28000,0.02,0.95,General,How to implement REST APIs in Python?,241,協助實作,5,2.1,28,法文,0.9089,1.35,Fast,0,3,3,Papua New Guinea
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,122,debug,5,2.1,12,中文,0.8918,1.54,Fast,1,6,1,Samoa
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,101,專業寫作,5,1.54,16,中文,0.8104,3.91,Standard,1,6,2,Micronesia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,146,教育,3,0.74,24,法文,0.8709,3.86,Standard,0,5,2,Heard Island and McDonald Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for climate change?,221,最好的做法,4,1.14,16,法文,0.8309,3.89,Standard,0,3,2,United States of America
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about AI ethics,262,生成內容,4,1.14,13,中文,0.8256,4.2,Standard,0,9,2,Holy See (Vatican City State)
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,473,專業寫作,3,0.74,35,中文,0.8219,4.03,Standard,0,3,2,Saint Martin
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,460,生成內容,3,0.74,35,德文,0.8392,4.13,Standard,0,10,0,Greenland
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,432,教育,4,1.14,37,中文,0.8436,3.95,Standard,0,1,0,Romania
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for personal finance?,335,最好的做法,5,1.54,39,西班牙文,0.8015,3.91,Standard,0,7,3,Philippines
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,437,專業寫作,3,0.74,12,英文,0.8475,3.81,Standard,0,6,3,Western Sahara
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,331,教育,4,1.14,15,西班牙文,0.8751,3.93,Standard,0,3,2,Ethiopia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain climate change in simple terms,499,教育,4,1.14,10,德文,0.8642,4.06,Standard,0,9,0,Congo
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,178,生成內容,3,0.74,9,西班牙文,0.7957,3.98,Standard,0,5,0,Lesotho
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,257,專業寫作,5,1.54,18,西班牙文,0.8795,3.83,Standard,0,5,1,Cocos (Keeling) Islands
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,472,生成內容,5,1.54,18,中文,0.8226,4.15,Standard,0,7,0,Honduras
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,370,教育,3,0.74,22,西班牙文,0.8476,3.89,Standard,0,3,0,Macao
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this neural networks code:,389,code優化,5,2.02,24,德文,0.9164,1.72,Fast,0,4,1,Ghana
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain SQL optimization algorithm,152,解說演算法,5,2.02,11,中文,0.9463,1.89,Fast,0,7,1,Saudi Arabia
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this neural networks code:,493,code優化,5,2.02,25,德文,0.98,1.69,Fast,0,5,0,Greece
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain SQL optimization algorithm,497,解說演算法,4,1.62,53,中文,0.9116,1.71,Fast,0,10,2,Guatemala
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this neural networks code:,402,code優化,5,2.02,27,英文,0.9503,1.66,Fast,0,2,0,Tanzania
3,DeepSeek,1400000,140000,28000,0.02,0.95,General,How to implement REST APIs in Python?,254,協助實作,5,2.02,16,德文,,1.79,Fast,0,2,3,Saint Kitts and Nevis
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this REST APIs code:,428,code優化,5,2.02,19,英文,0.9539,1.93,Fast,0,8,2,Poland
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,321,debug,4,1.62,51,法文,0.9662,1.64,Fast,0,3,3,Italy
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain SQL optimization algorithm,174,解說演算法,5,2.02,59,法文,0.9385,1.94,Fast,1,3,3,Tuvalu
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Debug this error in neural networks:,324,debug,5,2.02,20,西班牙文,0.9333,1.66,Fast,1,5,2,Oman
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain REST APIs algorithm,439,解說演算法,5,2.02,58,英文,0.9638,1.62,Fast,0,8,1,Norfolk Island
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Optimize this neural networks code:,452,code優化,5,2.02,15,德文,0.8922,1.9,Fast,0,10,3,Uganda
3,DeepSeek,1400000,140000,28000,0.02,0.95,Technical,Explain REST APIs algorithm,169,解說演算法,5,2.02,23,英文,0.9448,1.67,Fast,1,3,1,Bosnia and Herzegovina
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Explain personal finance in simple terms,180,教育,3,0.81,39,德文,,3.58,Standard,0,1,0,El Salvador
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Draft a professional email about AI ethics,426,專業寫作,5,1.61,18,中文,0.8695,3.83,Standard,0,1,0,Palau
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about personal finance,319,生成內容,5,1.61,30,德文,0.8358,3.88,Standard,0,9,2,Bahrain
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about climate change,373,生成內容,5,1.61,23,西班牙文,0.9283,3.66,Standard,0,2,0,Afghanistan
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about personal finance,239,生成內容,5,1.61,20,英文,0.9102,3.55,Standard,0,8,3,Tokelau
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Draft a professional email about personal finance,410,專業寫作,4,1.21,13,德文,0.9283,3.65,Standard,0,2,0,Bolivia
10,ChatGPT,450000,22500,22500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,481,最好的做法,5,1.61,39,西班牙文,0.9003,3.55,Standard,0,6,0,Algeria
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Explain personal finance in simple terms,107,教育,5,1.61,8,中文,0.8593,3.82,Standard,0,7,0,Liechtenstein
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about AI ethics,283,生成內容,3,0.81,25,法文,0.8387,3.77,Standard,0,9,3,Australia
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about personal finance,85,生成內容,4,1.21,10,中文,0.8866,3.91,Standard,1,5,2,Guinea
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Draft a professional email about personal finance,181,專業寫作,5,1.61,16,中文,,3.66,Standard,1,3,0,Trinidad and Tobago
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Draft a professional email about climate change,472,專業寫作,3,0.81,15,法文,0.8501,3.63,Standard,0,9,3,Anguilla
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Write a blog post about personal finance,157,生成內容,5,1.61,21,中文,0.9213,3.89,Standard,0,9,2,Philippines
10,ChatGPT,450000,22500,22500,0.05,0.95,General,What are the 最好的做法 for personal finance?,438,最好的做法,4,1.21,31,德文,0.8345,3.6,Standard,0,7,2,Saint Pierre and Miquelon
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Explain AI ethics in simple terms,375,教育,3,0.81,32,法文,0.8918,3.81,Standard,0,7,3,Botswana
10,ChatGPT,450000,22500,22500,0.05,0.95,General,Draft a professional email about personal finance,467,專業寫作,4,1.21,38,德文,0.8668,3.81,Standard,0,5,1,Lao People's Democratic Republic
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain REST APIs algorithm,275,解說演算法,5,2.23,58,中文,0.8986,0.55,Instant,0,10,0,Svalbard & Jan Mayen Islands
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain SQL optimization algorithm,256,解說演算法,4,1.83,45,法文,0.8725,0.54,Instant,1,7,2,Venezuela
10,DeepSeek,650000,65000,13000,0.02,0.95,General,How to implement SQL optimization in Python?,113,協助實作,5,2.23,13,德文,0.8941,0.83,Instant,0,1,1,Guinea-Bissau
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Optimize this SQL optimization code:,327,code優化,5,2.23,43,德文,0.9126,0.86,Instant,0,5,3,United Kingdom
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Optimize this SQL optimization code:,288,code優化,4,1.83,23,中文,0.9381,0.87,Instant,1,2,3,Libyan Arab Jamahiriya
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Optimize this SQL optimization code:,428,code優化,5,2.23,16,法文,0.9589,0.88,Instant,0,4,2,Slovenia
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Explain SQL optimization algorithm,177,解說演算法,4,1.83,26,法文,0.9456,0.77,Instant,0,4,0,Ukraine
10,DeepSeek,650000,65000,13000,0.02,0.95,Technical,Debug this error in SQL optimization:,214,debug,4,1.83,12,中文,0.9619,0.9,Instant,0,2,3,Gambia
1,ChatGPT,300000,15000,15000,0.05,0.95,General,Write a blog post about AI ethics,377,生成內容,4,1.01,20,英文,0.6801,4.4,Standard,0,2,3,Colombia
1,ChatGPT,300000,15000,15000,0.05,0.95,General,Write a blog post about AI ethics,181,生成內容,4,1.01,14,西班牙文,0.7253,4.55,Standard,0,4,2,Angola
1,ChatGPT,300000,15000,15000,0.05,0.95,General,Draft a professional email about personal finance,352,專業寫作,4,1.01,28,英文,0.7435,4.2,Standard,0,6,3,United States Virgin Islands
1,ChatGPT,300000,15000,15000,0.05,0.95,General,Explain climate change in simple terms,252,教育,4,1.01,18,德文,0.7284,4.31,Standard,0,7,3,Tunisia
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,407,code優化,5,1.99,38,德文,0.9108,2.07,Fast,0,1,1,Tunisia
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Explain SQL optimization algorithm,291,解說演算法,5,1.99,40,西班牙文,0.8743,1.71,Fast,0,9,0,Tanzania
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,128,code優化,5,1.99,19,西班牙文,0.9367,1.8,Fast,1,1,2,Macao
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in SQL optimization:,274,debug,5,1.99,24,法文,0.8991,1.83,Fast,0,7,2,Madagascar
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement neural networks in Python?,337,協助實作,5,1.99,22,法文,0.8881,1.76,Fast,0,9,3,Uzbekistan
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in REST APIs:,408,debug,5,1.99,48,西班牙文,0.9543,1.87,Fast,0,3,3,Serbia
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement SQL optimization in Python?,367,協助實作,5,1.99,28,西班牙文,0.8979,1.76,Fast,0,4,0,Malawi
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement neural networks in Python?,226,協助實作,4,1.59,54,德文,0.9514,1.76,Fast,0,9,0,Namibia
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement neural networks in Python?,313,協助實作,4,1.59,29,英文,0.8922,2.07,Fast,0,2,0,Fiji
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement REST APIs in Python?,355,協助實作,5,1.99,17,德文,,1.76,Fast,0,9,3,Andorra
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this SQL optimization code:,144,code優化,5,1.99,26,德文,0.9469,1.82,Fast,1,8,0,Burkina Faso
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Explain REST APIs algorithm,124,解說演算法,5,1.99,23,法文,0.9409,1.94,Fast,1,4,0,Sudan
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement REST APIs in Python?,226,協助實作,5,1.99,25,英文,0.9386,2.05,Fast,0,7,3,South Africa
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about AI ethics,417,生成內容,4,0.93,22,德文,0.8533,4.87,Standard,1,4,0,Colombia
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about climate change,481,專業寫作,5,1.33,40,英文,0.8174,5.13,Standard,0,8,0,Greenland
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Explain AI ethics in simple terms,299,教育,4,0.93,27,法文,0.8264,4.86,Standard,0,7,0,China
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Draft a professional email about AI ethics,198,專業寫作,4,0.93,7,德文,0.855,4.93,Standard,0,7,3,Central African Republic
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about climate change,345,生成內容,3,0.53,38,中文,0.789,5.01,Standard,1,2,0,Bulgaria
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about personal finance,300,生成內容,4,0.93,20,英文,0.7894,5.09,Standard,0,6,3,Guyana
8,ChatGPT,550000,27500,27500,0.05,0.95,General,Write a blog post about personal finance,427,生成內容,3,0.53,5,西班牙文,0.8234,5.08,Standard,1,1,0,Equatorial Guinea
8,ChatGPT,550000,27500,27500,0.05,0.95,General,What are the 最好的做法 for climate change?,386,最好的做法,5,1.33,21,法文,0.7879,4.81,Standard,0,2,3,Cameroon
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in neural networks:,102,debug,4,1.7,49,英文,0.8904,1.3,Fast,0,1,2,Indonesia
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement neural networks in Python?,384,協助實作,5,2.1,48,中文,0.8703,1.22,Fast,0,7,2,Monaco
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,204,code優化,5,2.1,20,德文,0.907,1.19,Fast,0,10,1,Kazakhstan
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement REST APIs in Python?,277,協助實作,5,2.1,35,英文,0.932,1.52,Fast,0,10,0,Malawi
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement REST APIs in Python?,254,協助實作,4,1.7,35,德文,0.8713,1.45,Fast,1,7,2,Western Sahara
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this SQL optimization code:,229,code優化,5,2.1,43,德文,0.9633,1.47,Fast,0,4,0,Latvia
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Explain REST APIs algorithm,119,解說演算法,5,2.1,13,西班牙文,0.9132,1.45,Fast,0,1,0,Romania
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Explain neural networks algorithm,442,解說演算法,5,2.1,17,中文,0.9065,1.49,Fast,0,6,3,Panama
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in neural networks:,188,debug,5,2.1,36,西班牙文,0.9243,1.4,Fast,0,7,0,Singapore
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,359,code優化,5,2.1,59,中文,0.8962,1.19,Fast,1,7,0,Korea
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in REST APIs:,232,debug,5,2.1,32,法文,0.8793,1.27,Fast,0,7,2,Liechtenstein
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement SQL optimization in Python?,197,協助實作,5,2.1,47,德文,0.9406,1.24,Fast,0,4,2,Bosnia and Herzegovina
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,201,code優化,4,1.7,41,法文,0.8913,1.48,Fast,0,7,0,Tajikistan
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Optimize this REST APIs code:,218,code優化,5,2.1,48,中文,0.9548,1.27,Fast,0,1,1,Yemen
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for personal finance?,248,最好的做法,5,1.4,19,西班牙文,0.7231,4.22,Standard,0,5,0,Lebanon
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,406,最好的做法,3,0.6,9,法文,0.7005,4.43,Standard,0,3,3,Iran
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,97,生成內容,4,1,40,德文,0.6598,4.44,Standard,0,1,1,Saint Kitts and Nevis
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for personal finance?,366,最好的做法,5,1.4,34,德文,0.7285,4.23,Standard,0,4,3,Austria
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,423,生成內容,4,1,34,西班牙文,0.7079,4.34,Standard,0,9,1,Sierra Leone
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,205,專業寫作,4,1,39,德文,0.739,4.45,Standard,0,1,1,Saint Barthelemy
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,494,生成內容,4,1,40,英文,0.7166,4.43,Standard,0,5,2,Burkina Faso
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about AI ethics,454,生成內容,3,0.6,32,西班牙文,,4.28,Standard,0,5,3,Estonia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain AI ethics in simple terms,474,教育,5,1.4,35,法文,0.738,4.49,Standard,0,1,3,Martinique
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about personal finance,264,專業寫作,4,1,22,中文,0.7179,4.34,Standard,0,5,0,Azerbaijan
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,273,專業寫作,4,1,31,法文,0.7113,4.39,Standard,0,10,0,Hungary
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about personal finance,283,生成內容,3,0.6,13,英文,0.7144,4.35,Standard,0,5,0,Armenia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,62,最好的做法,4,1,32,英文,0.7228,4.41,Standard,0,6,1,Cuba
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Write a blog post about climate change,490,生成內容,3,0.6,18,法文,0.6579,4.44,Standard,0,4,0,Palestinian Territory
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for AI ethics?,58,最好的做法,4,1,29,德文,0.7428,4.22,Standard,0,7,2,Cambodia
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,209,專業寫作,3,0.6,13,德文,0.6979,4.27,Standard,0,4,0,Djibouti
2,ChatGPT,850000,42500,42500,0.05,0.95,General,What are the 最好的做法 for climate change?,362,最好的做法,4,1,37,中文,0.6593,4.27,Standard,0,4,2,Kazakhstan
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about climate change,155,專業寫作,4,1,37,中文,0.7345,4.33,Standard,0,6,3,Chad
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Explain personal finance in simple terms,309,教育,5,1.4,24,法文,0.7372,4.55,Standard,0,4,1,Denmark
2,ChatGPT,850000,42500,42500,0.05,0.95,General,Draft a professional email about AI ethics,202,專業寫作,4,1,10,法文,0.7288,4.37,Standard,0,8,0,Norway
12,DeepSeek,2750000,275000,55000,0.02,0.95,General,How to implement neural networks in Python?,326,協助實作,5,2.24,48,德文,0.9575,0.81,Instant,0,6,2,Canada
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Explain SQL optimization algorithm,348,解說演算法,5,2.24,52,英文,0.9395,0.65,Instant,0,4,1,Macao
12,DeepSeek,2750000,275000,55000,0.02,0.95,Technical,Optimize this neural networks code:,181,code優化,5,2.24,48,德文,0.9243,0.9,Instant,0,5,0,Namibia
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Draft a professional email about climate change,177,專業寫作,4,1.46,32,德文,0.7369,2.3,Fast,0,8,2,Liberia
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Write a blog post about climate change,250,生成內容,4,1.46,33,法文,0.7444,2.26,Fast,0,3,1,French Guiana
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Explain personal finance in simple terms,327,教育,3,1.06,8,英文,0.7506,2.06,Fast,0,6,1,Svalbard & Jan Mayen Islands
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Write a blog post about personal finance,354,生成內容,3,1.06,29,德文,0.7781,2.21,Fast,0,1,3,United States Virgin Islands
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Draft a professional email about climate change,267,專業寫作,3,1.06,34,中文,0.733,2.06,Fast,0,9,3,Netherlands
7,ChatGPT,600000,30000,30000,0.05,0.95,General,What are the 最好的做法 for personal finance?,446,最好的做法,4,1.46,9,西班牙文,0.7452,2.11,Fast,0,5,0,Bhutan
7,ChatGPT,600000,30000,30000,0.05,0.95,General,What are the 最好的做法 for personal finance?,316,最好的做法,3,1.06,29,英文,0.7484,2.25,Fast,0,2,1,Malawi
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Explain AI ethics in simple terms,327,教育,4,1.46,16,德文,,2.05,Fast,1,2,0,Mali
7,ChatGPT,600000,30000,30000,0.05,0.95,General,What are the 最好的做法 for personal finance?,391,最好的做法,5,1.86,5,英文,0.7836,1.97,Fast,1,9,1,New Zealand
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Explain personal finance in simple terms,81,教育,3,1.06,32,英文,0.7459,2.12,Fast,0,8,2,Switzerland
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Draft a professional email about AI ethics,299,專業寫作,4,1.46,24,西班牙文,0.7861,2.17,Fast,0,7,0,Saint Lucia
7,ChatGPT,600000,30000,30000,0.05,0.95,General,What are the 最好的做法 for personal finance?,386,最好的做法,4,1.46,11,西班牙文,0.6983,2.12,Fast,0,5,0,Indonesia
7,ChatGPT,600000,30000,30000,0.05,0.95,General,Explain climate change in simple terms,68,教育,3,1.06,8,中文,0.7106,2.32,Fast,1,4,2,Bangladesh
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Debug this error in SQL optimization:,258,debug,5,2.09,27,西班牙文,0.832,1.09,Fast,0,8,2,Oman
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Explain SQL optimization algorithm,102,解說演算法,5,2.09,27,法文,0.8807,1.08,Fast,0,2,2,Palau
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Optimize this REST APIs code:,398,code優化,4,1.69,60,中文,0.8771,1.25,Fast,0,8,0,Guadeloupe
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Debug this error in SQL optimization:,296,debug,5,2.09,27,中文,0.8972,1.23,Fast,0,1,2,Greenland
12,DeepSeek,950000,95000,19000,0.02,0.95,General,How to implement SQL optimization in Python?,50,協助實作,5,2.09,23,德文,0.8971,1.29,Fast,1,4,2,Iran
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Explain neural networks algorithm,345,解說演算法,5,2.09,39,德文,0.8428,1.31,Fast,0,3,0,Taiwan
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Optimize this REST APIs code:,220,code優化,4,1.69,60,英文,0.814,1.29,Fast,0,6,3,Croatia
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Debug this error in SQL optimization:,240,debug,5,2.09,49,法文,0.8602,1.27,Fast,0,8,3,Montserrat
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Optimize this REST APIs code:,60,code優化,4,1.69,43,法文,0.9005,1.14,Fast,0,3,3,Timor-Leste
12,DeepSeek,950000,95000,19000,0.02,0.95,Technical,Explain neural networks algorithm,186,解說演算法,5,2.09,27,西班牙文,0.8553,1.21,Fast,0,4,2,Serbia
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Draft a professional email about climate change,347,專業寫作,4,1.06,14,法文,0.8727,4.29,Standard,0,9,2,Cyprus
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Draft a professional email about climate change,172,專業寫作,3,0.66,10,中文,0.8296,4.57,Standard,0,3,3,Chile
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about personal finance,133,生成內容,4,1.06,15,英文,0.864,4.63,Standard,0,5,0,Mayotte
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,What are the 最好的做法 for AI ethics?,171,最好的做法,3,0.66,22,中文,0.8963,4.57,Standard,0,4,0,Iraq
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,What are the 最好的做法 for climate change?,395,最好的做法,3,0.66,17,英文,0.9089,4.57,Standard,0,2,0,Moldova
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about climate change,79,生成內容,4,1.06,40,德文,0.9103,4.46,Standard,0,4,2,Cuba
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about AI ethics,218,生成內容,5,1.46,17,西班牙文,0.8805,4.48,Standard,1,8,1,Jamaica
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,What are the 最好的做法 for climate change?,103,最好的做法,4,1.06,12,英文,0.8417,4.29,Standard,0,6,3,Australia
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,What are the 最好的做法 for climate change?,491,最好的做法,3,0.66,40,西班牙文,0.8836,4.43,Standard,0,2,1,Djibouti
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about AI ethics,346,生成內容,3,0.66,27,德文,0.8364,4.45,Standard,0,5,3,Cambodia
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Draft a professional email about personal finance,113,專業寫作,3,0.66,35,中文,0.8515,4.54,Standard,1,9,0,French Polynesia
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Draft a professional email about AI ethics,418,專業寫作,5,1.46,36,中文,,4.4,Standard,0,9,3,Spain
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about personal finance,209,生成內容,3,0.66,24,德文,0.842,4.28,Standard,0,4,2,Bahamas
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Explain climate change in simple terms,331,教育,5,1.46,38,中文,0.9148,4.31,Standard,0,10,0,United Kingdom
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Explain AI ethics in simple terms,56,教育,5,1.46,9,德文,0.922,4.32,Standard,0,1,0,Kyrgyz Republic
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Draft a professional email about climate change,106,專業寫作,4,1.06,8,中文,0.8754,4.28,Standard,0,1,2,Cook Islands
7,ChatGPT,1200000,60000,60000,0.05,0.95,General,Write a blog post about AI ethics,317,生成內容,4,1.06,37,中文,0.9192,4.44,Standard,1,2,0,Kazakhstan
8,DeepSeek,350000,35000,7000,0.02,0.95,General,How to implement neural networks in Python?,173,協助實作,5,2.23,42,法文,0.8536,0.72,Instant,0,4,2,Ghana
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Debug this error in REST APIs:,184,debug,5,2.23,57,法文,0.8853,0.79,Instant,0,7,1,Equatorial Guinea
8,DeepSeek,350000,35000,7000,0.02,0.95,Technical,Explain SQL optimization algorithm,227,解說演算法,4,1.83,15,德文,0.9035,0.47,Instant,0,9,2,Moldova
